temperature,humidity,pressure,ghi,hour,dayofweek,month
0.35,0.728395061728395,0.2888888888888914,0.2301217038539554,0.30434782608695654,0.6666666666666666,0.1818181818181818
0.7000000000000001,0.35802469135802467,0.29999999999999716,,0.43478260869565216,0.6666666666666666,0.1818181818181818
0.9,0.24691358024691357,-0.06666666666667709,,0.5652173913043478,0.6666666666666666,0.1818181818181818
0.7999999999999999,0.34567901234567894,-0.25555555555556,,0.6956521739130435,0.6666666666666666,0.1818181818181818
0.5000000000000001,0.6296296296296295,0.12222222222222001,,0.8260869565217391,0.6666666666666666,0.1818181818181818
0.45000000000000007,0.728395061728395,0.3333333333333286,,0.9565217391304348,0.6666666666666666,0.1818181818181818
0.4,0.7530864197530864,0.25555555555554577,,0.043478260869565216,0.8333333333333333,0.1818181818181818
0.4,0.7777777777777779,0.19999999999998863,,0.17391304347826086,0.8333333333333333,0.1818181818181818
0.35,0.728395061728395,0.2888888888888914,,0.30434782608695654,0.8333333333333333,0.1818181818181818
0.7000000000000001,0.35802469135802467,0.29999999999999716,,0.43478260869565216,0.8333333333333333,0.1818181818181818
0.9,0.24691358024691357,-0.06666666666667709,,0.5652173913043478,0.8333333333333333,0.1818181818181818
0.7999999999999999,0.34567901234567894,-0.25555555555556,,0.6956521739130435,0.8333333333333333,0.1818181818181818
0.5000000000000001,0.6296296296296295,0.12222222222222001,,0.8260869565217391,0.8333333333333333,0.1818181818181818
0.45000000000000007,0.728395061728395,0.3333333333333286,,0.9565217391304348,0.8333333333333333,0.1818181818181818
0.4,0.7530864197530864,0.25555555555554577,,0.043478260869565216,1.0,0.1818181818181818
0.4,0.7777777777777779,0.19999999999998863,,0.17391304347826086,1.0,0.1818181818181818
0.4,0.691358024691358,0.4111111111111114,,0.30434782608695654,1.0,0.1818181818181818
0.7000000000000001,0.39506172839506165,0.46666666666666856,,0.43478260869565216,1.0,0.1818181818181818
0.7000000000000001,0.3703703703703704,0.12222222222222001,,0.5652173913043478,1.0,0.1818181818181818
0.7999999999999999,0.43209876543209874,-0.022222222222225696,,0.6956521739130435,1.0,0.1818181818181818
0.5000000000000001,0.654320987654321,0.19999999999998863,,0.8260869565217391,1.0,0.1818181818181818
0.45000000000000007,0.7160493827160495,0.42222222222221717,,0.9565217391304348,1.0,0.1818181818181818
0.4,0.7530864197530864,0.32222222222222285,,0.043478260869565216,0.0,0.1818181818181818
0.35,0.8024691358024691,0.19999999999998863,,0.17391304347826086,0.0,0.1818181818181818
0.4,0.7777777777777779,0.3777777777777658,,0.30434782608695654,0.0,0.1818181818181818
0.6,0.48148148148148145,0.4000000000000057,,0.43478260869565216,0.0,0.1818181818181818
0.7500000000000001,0.35802469135802467,0.011111111111105743,,0.5652173913043478,0.0,0.1818181818181818
0.5499999999999999,0.5925925925925926,-0.1888888888888971,,0.6956521739130435,0.0,0.1818181818181818
0.29999999999999993,0.8641975308641976,0.17777777777777715,,0.8260869565217391,0.0,0.1818181818181818
0.35,0.8395061728395061,0.36666666666666003,,0.9565217391304348,0.0,0.1818181818181818
0.29999999999999993,0.8765432098765433,0.19999999999998863,0.25527383367139955,0.043478260869565216,0.16666666666666666,0.2727272727272727
0.2500000000000001,0.9012345679012346,0.1666666666666572,,0.17391304347826086,0.16666666666666666,0.2727272727272727
0.29999999999999993,0.8641975308641976,0.2888888888888914,,0.30434782608695654,0.16666666666666666,0.2727272727272727
0.35,0.7901234567901234,0.4333333333333229,,0.43478260869565216,0.16666666666666666,0.2727272727272727
0.29999999999999993,0.8888888888888888,0.24444444444444002,,0.5652173913043478,0.16666666666666666,0.2727272727272727
0.2500000000000001,0.8888888888888888,0.15555555555555145,,0.6956521739130435,0.16666666666666666,0.2727272727272727
0.2500000000000001,0.8888888888888888,0.3111111111111029,,0.8260869565217391,0.16666666666666666,0.2727272727272727
0.2500000000000001,0.8765432098765433,0.42222222222221717,,0.9565217391304348,0.16666666666666666,0.2727272727272727
